Gene stable ID	Gene name	Human gene stable ID	Human gene name
ENSMUSG00000042002	Foxn4	ENSG00000139445	FOXN4
ENSMUSG00000044167	Foxo1	ENSG00000150907	FOXO1
ENSMUSG00000048756	Foxo3	ENSG00000118689	FOXO3
ENSMUSG00000030067	Foxp1	ENSG00000285708	
ENSMUSG00000030067	Foxp1	ENSG00000114861	FOXP1
ENSMUSG00000026657	Frmd4a	ENSG00000151474	FRMD4A
ENSMUSG00000030064	Frmd4b	ENSG00000114541	FRMD4B
ENSMUSG00000027238	Frmd5	ENSG00000171877	FRMD5
ENSMUSG00000048285	Frmd6	ENSG00000139926	FRMD6
ENSMUSG00000020170	Frs2	ENSG00000166225	FRS2
ENSMUSG00000056602	Fry	ENSG00000073910	FRY
ENSMUSG00000070733	Fryl	ENSG00000075539	FRYL
ENSMUSG00000001155	Ftcd	ENSG00000160282	FTCD
ENSMUSG00000055932	Fto	ENSG00000140718	FTO
ENSMUSG00000027680	Fxr1	ENSG00000114416	FXR1
ENSMUSG00000044674	Fzd1	ENSG00000157240	FZD1
ENSMUSG00000045005	Fzd5	ENSG00000163251	FZD5
ENSMUSG00000049551	Fzd9	ENSG00000188763	FZD9
ENSMUSG00000031714	Gab1	ENSG00000109458	GAB1
ENSMUSG00000004508	Gab2	ENSG00000033327	GAB2
ENSMUSG00000056880	Gadl1	ENSG00000144644	GADL1
ENSMUSG00000035473	Galm	ENSG00000143891	GALM
ENSMUSG00000021903	Galnt15	ENSG00000131386	GALNT15
ENSMUSG00000021944	Gata4	ENSG00000136574	GATA4
ENSMUSG00000015627	Gata5	ENSG00000130700	GATA5
ENSMUSG00000005836	Gata6	ENSG00000141448	GATA6
ENSMUSG00000034486	Gbx2	ENSG00000168505	GBX2
ENSMUSG00000035540	Gc	ENSG00000145321	GC
ENSMUSG00000037580	Gch1	ENSG00000131979	GCH1
ENSMUSG00000051279	Gdf6	ENSG00000156466	GDF6
ENSMUSG00000022144	Gdnf	ENSG00000168621	GDNF
ENSMUSG00000030872	Gga2	ENSG00000103365	GGA2
ENSMUSG00000035778	Ggta1		
ENSMUSG00000031669	Gins3	ENSG00000181938	GINS3
ENSMUSG00000050953	Gja1		
ENSMUSG00000057123	Gja5	ENSG00000265107	GJA5
ENSMUSG00000034520	Gjc1	ENSG00000182963	GJC1
ENSMUSG00000029638	Glcci1	ENSG00000106415	GLCCI1
ENSMUSG00000052942	Glis3	ENSG00000107249	GLIS3
ENSMUSG00000060143	Gm10076		
ENSMUSG00000062561	Gm10118		
ENSMUSG00000071036	Gm10309		
ENSMUSG00000079010	Gm11032		
ENSMUSG00000079264	Gm11077		
ENSMUSG00000079286	Gm11084		
ENSMUSG00000079433	Gm11114		
ENSMUSG00000079546	Gm11146		
ENSMUSG00000078491	Gm13090		
ENSMUSG00000075425	Gm13547	ENSG00000232653	GOLGA8N
ENSMUSG00000075425	Gm13547	ENSG00000140478	GOLGA6D
ENSMUSG00000075425	Gm13547	ENSG00000261739	GOLGA8S
ENSMUSG00000075425	Gm13547	ENSG00000186399	GOLGA8R
ENSMUSG00000075425	Gm13547	ENSG00000159289	GOLGA6A
ENSMUSG00000075425	Gm13547	ENSG00000153684	GOLGA8F
ENSMUSG00000075425	Gm13547	ENSG00000261247	GOLGA8T
ENSMUSG00000075425	Gm13547	ENSG00000167110	GOLGA2
ENSMUSG00000075425	Gm13547	ENSG00000175265	GOLGA8A
ENSMUSG00000075425	Gm13547	ENSG00000249931	GOLGA8K
ENSMUSG00000075425	Gm13547	ENSG00000215252	GOLGA8B
ENSMUSG00000075425	Gm13547	ENSG00000188626	GOLGA8M
ENSMUSG00000075425	Gm13547	ENSG00000206127	GOLGA8O
ENSMUSG00000075425	Gm13547	ENSG00000215186	GOLGA6B
ENSMUSG00000075425	Gm13547	ENSG00000261794	GOLGA8H
ENSMUSG00000075425	Gm13547	ENSG00000167195	GOLGA6C
ENSMUSG00000075425	Gm13547	ENSG00000183629	GOLGA8G
ENSMUSG00000075425	Gm13547	ENSG00000179938	GOLGA8J
ENSMUSG00000075425	Gm13547	ENSG00000178115	GOLGA8Q
ENSMUSG00000049349	Gm5105		
ENSMUSG00000058174	Gm5148		
ENSMUSG00000090451	Gm6133		
ENSMUSG00000090544	Gm6576		
ENSMUSG00000074913	Gm815		
ENSMUSG00000091297	Gm8439		
ENSMUSG00000064081	Gm8973		
ENSMUSG00000052673	Gm9887		
ENSMUSG00000038372	Gmds	ENSG00000112699	GMDS
ENSMUSG00000000253	Gmpr	ENSG00000137198	GMPR
ENSMUSG00000043004	Gng2	ENSG00000186469	GNG2
ENSMUSG00000015341	Golga7	ENSG00000147533	GOLGA7
ENSMUSG00000021556	Golm1	ENSG00000135052	GOLM1
ENSMUSG00000010392	Gosr1	ENSG00000108587	GOSR1
ENSMUSG00000020946	Gosr2	ENSG00000262633	
ENSMUSG00000020946	Gosr2	ENSG00000108433	GOSR2
ENSMUSG00000029314	Gpat3	ENSG00000138678	GPAT3
ENSMUSG00000039210	Gpatch2	ENSG00000092978	GPATCH2
ENSMUSG00000021254	Gpatch2l	ENSG00000089916	GPATCH2L
ENSMUSG00000064272	Gpbar1	ENSG00000179921	GPBAR1
ENSMUSG00000048982	Gphb5	ENSG00000179600	GPHB5
ENSMUSG00000000194	Gpr107	ENSG00000148358	GPR107
ENSMUSG00000043398	Gpr135	ENSG00000181619	GPR135
ENSMUSG00000001700	Gramd3	ENSG00000155324	GRAMD2B
ENSMUSG00000020176	Grb10	ENSG00000106070	GRB10
ENSMUSG00000026888	Grb14	ENSG00000115290	GRB14
ENSMUSG00000059923	Grb2	ENSG00000177885	GRB2
ENSMUSG00000074934	Grem1	ENSG00000166923	GREM1
ENSMUSG00000033981	Gria2	ENSG00000120251	GRIA2
ENSMUSG00000059003	Grin2a	ENSG00000183454	GRIN2A
ENSMUSG00000034813	Grip1	ENSG00000155974	GRIP1
ENSMUSG00000030098	Grip2	ENSG00000144596	GRIP2
ENSMUSG00000044221	Grsf1	ENSG00000132463	GRSF1
ENSMUSG00000039934	Gsap	ENSG00000186088	GSAP
ENSMUSG00000046182	Gsg1l	ENSG00000169181	GSG1L
ENSMUSG00000022812	Gsk3b	ENSG00000082701	GSK3B
ENSMUSG00000024154	Gtf2a1l	ENSG00000242441	GTF2A1L
ENSMUSG00000031585	Gtf2e2	ENSG00000197265	GTF2E2
ENSMUSG00000022487	Gtsf1		
ENSMUSG00000069038	H2al1j	ENSG00000229674	H2AL1RP
ENSMUSG00000037335	Hand1	ENSG00000113196	HAND1
ENSMUSG00000038193	Hand2	ENSG00000164107	HAND2
ENSMUSG00000021613	Hapln1	ENSG00000145681	HAPLN1
ENSMUSG00000031910	Has3	ENSG00000103044	HAS3
ENSMUSG00000026313	Hdac4	ENSG00000068024	HDAC4
ENSMUSG00000004698	Hdac9	ENSG00000048052	HDAC9
ENSMUSG00000050244	Heatr1	ENSG00000119285	HEATR1
ENSMUSG00000041180	Hectd2	ENSG00000165338	HECTD2
ENSMUSG00000042807	Hecw2	ENSG00000138411	HECW2
ENSMUSG00000020228	Helb	ENSG00000127311	HELB
ENSMUSG00000029804	Herc3	ENSG00000287542	
ENSMUSG00000029804	Herc3	ENSG00000138641	HERC3
ENSMUSG00000019789	Hey2	ENSG00000135547	HEY2
ENSMUSG00000043099	Hic1	ENSG00000177374	HIC1
ENSMUSG00000021109	Hif1a	ENSG00000100644	HIF1A
ENSMUSG00000036450	Hif1an	ENSG00000166135	HIF1AN
ENSMUSG00000027177	Hipk3	ENSG00000110422	HIPK3
ENSMUSG00000003949	Hlf	ENSG00000108924	HLF
ENSMUSG00000039377	Hlx	ENSG00000136630	HLX
ENSMUSG00000056758	Hmga2	ENSG00000149948	HMGA2
ENSMUSG00000040681	Hmgn1	ENSG00000205581	HMGN1
ENSMUSG00000059005	Hnrnpa3	ENSG00000170144	HNRNPA3
ENSMUSG00000024095	Hnrnpll	ENSG00000143889	HNRNPLL
ENSMUSG00000007617	Homer1	ENSG00000152413	HOMER1
ENSMUSG00000059325	Hopx	ENSG00000171476	HOPX
ENSMUSG00000040151	Hs2st1	ENSG00000267561	
ENSMUSG00000040151	Hs2st1	ENSG00000153936	HS2ST1
ENSMUSG00000047759	Hs3st3a1	ENSG00000153976	HS3ST3A1
ENSMUSG00000053465	Hs6st3	ENSG00000185352	HS6ST3
ENSMUSG00000029311	Hsd17b11	ENSG00000198189	HSD17B11
ENSMUSG00000027195	Hsd17b12	ENSG00000149084	HSD17B12
ENSMUSG00000034528	Hsd17b13	ENSG00000170509	HSD17B13
ENSMUSG00000045336	Hsfy2	ENSG00000172468	HSFY1
ENSMUSG00000045336	Hsfy2	ENSG00000169953	HSFY2
ENSMUSG00000025092	Hspa12a	ENSG00000165868	HSPA12A
ENSMUSG00000024359	Hspa9	ENSG00000113013	HSPA9
ENSMUSG00000051456	Hspb3	ENSG00000169271	HSPB3
ENSMUSG00000041548	Hspb8	ENSG00000152137	HSPB8
ENSMUSG00000053414	Hunk	ENSG00000142149	HUNK
ENSMUSG00000049287	Iba57	ENSG00000181873	IBA57
ENSMUSG00000026009	Icos	ENSG00000163600	ICOS
ENSMUSG00000020644	Id2	ENSG00000115738	ID2
ENSMUSG00000021379	Id4	ENSG00000172201	ID4
ENSMUSG00000056708	Ier5	ENSG00000162783	IER5
ENSMUSG00000007867	Ift43	ENSG00000119650	IFT43
ENSMUSG00000032394	Igdcc3	ENSG00000174498	IGDCC3
ENSMUSG00000032816	Igdcc4	ENSG00000103742	IGDCC4
ENSMUSG00000005533	Igf1r	ENSG00000140443	IGF1R
ENSMUSG00000048583	Igf2	ENSG00000167244	IGF2
ENSMUSG00000023830	Igf2r	ENSG00000197081	IGF2R
ENSMUSG00000026185	Igfbp5	ENSG00000115461	IGFBP5
ENSMUSG00000036256	Igfbp7	ENSG00000163453	IGFBP7
ENSMUSG00000042035	Igsf3	ENSG00000143061	IGSF3
ENSMUSG00000027776	Il12a	ENSG00000168811	IL12A
ENSMUSG00000031712	Il15	ENSG00000164136	IL15
ENSMUSG00000024578	Il17b	ENSG00000127743	IL17B
ENSMUSG00000026072	Il1r1	ENSG00000115594	IL1R1
ENSMUSG00000021756	Il6st	ENSG00000134352	IL6ST
ENSMUSG00000032343	Impg1	ENSG00000112706	IMPG1
ENSMUSG00000041324	Inhba	ENSG00000122641	INHBA
ENSMUSG00000037940	Inpp4b	ENSG00000109452	INPP4B
ENSMUSG00000060798	Intu	ENSG00000164066	INTU
ENSMUSG00000028344	Invs	ENSG00000119509	INVS
ENSMUSG00000028068	Iqgap3	ENSG00000183856	IQGAP3
ENSMUSG00000034312	Iqsec1	ENSG00000144711	IQSEC1
ENSMUSG00000051495	Irf2bp2	ENSG00000168264	IRF2BP2
ENSMUSG00000060969	Irx1	ENSG00000170549	IRX1
ENSMUSG00000001504	Irx2	ENSG00000170561	IRX2
ENSMUSG00000031734	Irx3	ENSG00000177508	IRX3
ENSMUSG00000021604	Irx4	ENSG00000113430	IRX4
ENSMUSG00000031737	Irx5	ENSG00000176842	IRX5
ENSMUSG00000039236	Isg20	ENSG00000172183	ISG20
ENSMUSG00000042258	Isl1	ENSG00000016082	ISL1
ENSMUSG00000027009	Itga4	ENSG00000115232	ITGA4
ENSMUSG00000000555	Itga5		
ENSMUSG00000027111	Itga6	ENSG00000091409	ITGA6
ENSMUSG00000031312	Itgb1bp2	ENSG00000147166	ITGB1BP2
ENSMUSG00000020689	Itgb3	ENSG00000259753	
ENSMUSG00000020689	Itgb3	ENSG00000259207	ITGB3
ENSMUSG00000026971	Itgb6	ENSG00000115221	ITGB6
ENSMUSG00000022957	Itsn1	ENSG00000205726	ITSN1
ENSMUSG00000019762	Iyd	ENSG00000009765	IYD
ENSMUSG00000020387	Jade2	ENSG00000043143	JADE2
ENSMUSG00000027276	Jag1	ENSG00000101384	JAG1
ENSMUSG00000024502	Jakmip2	ENSG00000176049	JAKMIP2
ENSMUSG00000038518	Jarid2	ENSG00000008083	JARID2
ENSMUSG00000063568	Jazf1	ENSG00000153814	JAZF1
ENSMUSG00000021690	Jmy	ENSG00000152409	JMY
ENSMUSG00000017817	Jph2	ENSG00000149596	JPH2
ENSMUSG00000025318	Jph3	ENSG00000154118	JPH3
ENSMUSG00000061751	Kalrn	ENSG00000160145	KALRN
ENSMUSG00000032702	Kank1	ENSG00000107104	KANK1
ENSMUSG00000021767	Kat6b	ENSG00000156650	KAT6B
ENSMUSG00000030031	Kbtbd8	ENSG00000163376	KBTBD8
ENSMUSG00000050556	Kcnb1	ENSG00000158445	KCNB1
ENSMUSG00000040896	Kcnd3	ENSG00000171385	KCND3
ENSMUSG00000037579	Kcnh3	ENSG00000135519	KCNH3
ENSMUSG00000059742	Kcnh7	ENSG00000184611	KCNH7
ENSMUSG00000041695	Kcnj2	ENSG00000123700	KCNJ2
ENSMUSG00000043301	Kcnj6	ENSG00000157542	KCNJ6
ENSMUSG00000043673	Kcns3	ENSG00000170745	KCNS3
ENSMUSG00000036225	Kctd1	ENSG00000134504	KCTD1
ENSMUSG00000062960	Kdr	ENSG00000128052	KDR
ENSMUSG00000022332	Khdrbs3	ENSG00000131773	KHDRBS3
ENSMUSG00000036333	Kidins220	ENSG00000134313	KIDINS220
ENSMUSG00000021375	Kif13a	ENSG00000137177	KIF13A
ENSMUSG00000038844	Kif16b		
ENSMUSG00000022629	Kif21a	ENSG00000139116	KIF21A
ENSMUSG00000041642	Kif21b	ENSG00000116852	KIF21B
ENSMUSG00000026494	Kif26b	ENSG00000162849	KIF26B
ENSMUSG00000021693	Kif2a	ENSG00000068796	KIF2A
ENSMUSG00000026764	Kif5c	ENSG00000168280	KIF5C
ENSMUSG00000024301	Kifc5b	ENSG00000237649	KIFC1
ENSMUSG00000005672	Kit	ENSG00000157404	KIT
ENSMUSG00000074749	Kiz	ENSG00000088970	KIZ
ENSMUSG00000058488	Kl	ENSG00000133116	KL
ENSMUSG00000000078	Klf6	ENSG00000067082	KLF6
ENSMUSG00000025959	Klf7	ENSG00000118263	KLF7
ENSMUSG00000033863	Klf9	ENSG00000119138	KLF9
ENSMUSG00000073700	Klhl21	ENSG00000162413	KLHL21
ENSMUSG00000055652	Klhl25	ENSG00000183655	KLHL25
ENSMUSG00000026308	Klhl30	ENSG00000168427	KLHL30
ENSMUSG00000044938	Klhl31	ENSG00000124743	KLHL31
ENSMUSG00000047485	Klhl34	ENSG00000185915	KLHL34
ENSMUSG00000022357	Klhl38	ENSG00000175946	KLHL38
ENSMUSG00000037331	Larp1	ENSG00000155506	LARP1
ENSMUSG00000021798	Ldb3	ENSG00000122367	LDB3
ENSMUSG00000048058	Ldlrad3	ENSG00000179241	LDLRAD3
ENSMUSG00000024544	Ldlrad4	ENSG00000168675	LDLRAD4
ENSMUSG00000074579	Lekr1	ENSG00000197980	LEKR1
ENSMUSG00000042363	Lgalsl	ENSG00000119862	LGALSL
ENSMUSG00000048332	Lhfp	ENSG00000183722	LHFPL6
ENSMUSG00000045312	Lhfpl2	ENSG00000145685	LHFPL2
ENSMUSG00000037736	Limch1	ENSG00000064042	LIMCH1
ENSMUSG00000019920	Lims1	ENSG00000256977	LIMS3
ENSMUSG00000019920	Lims1	ENSG00000256671	LIMS4
ENSMUSG00000063804	Lin28b	ENSG00000187772	LIN28B
ENSMUSG00000049556	Lingo1	ENSG00000169783	LINGO1
ENSMUSG00000022500	Litaf	ENSG00000189067	LITAF
ENSMUSG00000020536	Llgl1	ENSG00000131899	LLGL1
ENSMUSG00000024590	Lmnb1	ENSG00000113368	LMNB1
ENSMUSG00000054966	Lmntd1	ENSG00000152936	LMNTD1
ENSMUSG00000028266	Lmo4	ENSG00000143013	LMO4
ENSMUSG00000033060	Lmo7	ENSG00000136153	LMO7
ENSMUSG00000029683	Lmod2	ENSG00000170807	LMOD2
ENSMUSG00000044086	Lmod3	ENSG00000163380	LMOD3
ENSMUSG00000039633	Lonrf1	ENSG00000154359	LONRF1
ENSMUSG00000020593	Lpin1	ENSG00000134324	LPIN1
ENSMUSG00000024052	Lpin2	ENSG00000101577	LPIN2
ENSMUSG00000015568	Lpl		
ENSMUSG00000030029	Lrig1	ENSG00000144749	LRIG1
ENSMUSG00000032352	Lrrc1	ENSG00000137269	LRRC1
ENSMUSG00000060187	Lrrc10	ENSG00000198812	LRRC10
ENSMUSG00000021579	Lrrc14b	ENSG00000185028	LRRC14B
ENSMUSG00000026305	Lrrfip1	ENSG00000124831	LRRFIP1
ENSMUSG00000036295	Lrrn3	ENSG00000173114	LRRN3
ENSMUSG00000031683	Lsm6	ENSG00000164167	LSM6
ENSMUSG00000044155	Lsm8	ENSG00000128534	LSM8
ENSMUSG00000071342	Lsmem1	ENSG00000181016	LSMEM1
ENSMUSG00000001870	Ltbp1	ENSG00000049323	LTBP1
ENSMUSG00000026980	Ly75	ENSG00000054219	LY75
ENSMUSG00000026980	Ly75	ENSG00000248672	LY75-CD302
ENSMUSG00000039246	Lyplal1	ENSG00000143353	LYPLAL1
ENSMUSG00000045854	Lyrm2	ENSG00000083099	LYRM2
ENSMUSG00000043831	Lysmd4	ENSG00000183060	LYSMD4
ENSMUSG00000040687	Madd	ENSG00000110514	MADD
ENSMUSG00000042622	Maff	ENSG00000185022	MAFF
ENSMUSG00000045095	Magi1	ENSG00000151276	MAGI1
ENSMUSG00000061143	Maml3	ENSG00000196782	MAML3
ENSMUSG00000028164	Manba	ENSG00000109323	MANBA
ENSMUSG00000019261	Map1s	ENSG00000130479	MAP1S
ENSMUSG00000033352	Map2k4	ENSG00000065559	MAP2K4
ENSMUSG00000021754	Map3k1	ENSG00000095015	MAP3K1
ENSMUSG00000031303	Map3k15	ENSG00000180815	MAP3K15
ENSMUSG00000004085	Map3k20	ENSG00000091436	MAP3K20
ENSMUSG00000028284	Map3k7	ENSG00000135341	MAP3K7
ENSMUSG00000025610	Map3k7cl		
ENSMUSG00000042724	Map3k9	ENSG00000006432	MAP3K9
ENSMUSG00000024242	Map4k3	ENSG00000011566	MAP4K3
ENSMUSG00000028849	Map7d1	ENSG00000116871	MAP7D1
ENSMUSG00000046709	Mapk10	ENSG00000109339	MAPK10
ENSMUSG00000026620	Mark1	ENSG00000116141	MARK1
ENSMUSG00000034751	Mast4	ENSG00000069020	MAST4
ENSMUSG00000018893	Mb	ENSG00000198125	MB
ENSMUSG00000020646	Mboat2	ENSG00000143797	MBOAT2
ENSMUSG00000071856	Mcc	ENSG00000171444	MCC
ENSMUSG00000058298	Mcm9	ENSG00000111877	MCM9
ENSMUSG00000037570	Mcrs1	ENSG00000187778	MCRS1
ENSMUSG00000043557	Mdga1	ENSG00000112139	MDGA1
ENSMUSG00000020321	Mdh1	ENSG00000014641	MDH1
ENSMUSG00000001419	Mef2d	ENSG00000116604	MEF2D
ENSMUSG00000051455	Meioc	ENSG00000180336	MEIOC
ENSMUSG00000020160	Meis1	ENSG00000143995	MEIS1
ENSMUSG00000027210	Meis2	ENSG00000134138	MEIS2
ENSMUSG00000026110	Mgat4a	ENSG00000071073	MGAT4A
ENSMUSG00000036155	Mgat5	ENSG00000152127	MGAT5
ENSMUSG00000054612	Mgmt	ENSG00000170430	MGMT
ENSMUSG00000074604	Mgst2	ENSG00000085871	MGST2
ENSMUSG00000024294	Mib1	ENSG00000101752	MIB1
ENSMUSG00000035158	Mitf	ENSG00000187098	MITF
ENSMUSG00000031004	Mki67	ENSG00000148773	MKI67
ENSMUSG00000032355	Mlip	ENSG00000146147	MLIP
ENSMUSG00000028496	Mllt3	ENSG00000171843	MLLT3
ENSMUSG00000038342	Mlxip	ENSG00000175727	MLXIP
ENSMUSG00000026766	Mmadhc	ENSG00000168288	MMADHC
ENSMUSG00000003948	Mmd	ENSG00000108960	MMD
ENSMUSG00000034602	Mon2	ENSG00000061987	MON2
ENSMUSG00000015365	Mov10l1	ENSG00000073146	MOV10L1
ENSMUSG00000016386	Mpped2	ENSG00000066382	MPPED2
ENSMUSG00000005417	Mprip	ENSG00000133030	MPRIP
ENSMUSG00000026566	Mpzl1	ENSG00000197965	MPZL1
ENSMUSG00000026471	Mr1	ENSG00000153029	MR1
ENSMUSG00000037772	Mrpl23	ENSG00000214026	MRPL23
ENSMUSG00000037772	Mrpl23	ENSG00000276345	
ENSMUSG00000018882	Mrpl45	ENSG00000278845	MRPL45
ENSMUSG00000069769	Msi2	ENSG00000153944	MSI2
ENSMUSG00000031358	Msl3	ENSG00000005302	MSL3
ENSMUSG00000051236	Msrb3	ENSG00000174099	MSRB3
ENSMUSG00000019992	Mtfr2		
ENSMUSG00000021311	Mtr	ENSG00000116984	MTR
ENSMUSG00000045636	Mtus1	ENSG00000129422	MTUS1
ENSMUSG00000029651	Mtus2	ENSG00000132938	MTUS2
ENSMUSG00000027099	Mtx2	ENSG00000128654	MTX2
ENSMUSG00000000386	Mx1	ENSG00000157601	MX1
ENSMUSG00000068566	Myadm	ENSG00000179820	MYADM
ENSMUSG00000002100	Mybpc3	ENSG00000134571	MYBPC3
ENSMUSG00000037169	Mycn	ENSG00000134323	MYCN
ENSMUSG00000046916	Myct1	ENSG00000120279	MYCT1
ENSMUSG00000040752	Myh6	ENSG00000197616	MYH6
ENSMUSG00000053093	Myh7	ENSG00000092054	MYH7
ENSMUSG00000024048	Myl12a	ENSG00000101608	MYL12A
ENSMUSG00000034868	Myl12b	ENSG00000118680	MYL12B
ENSMUSG00000013936	Myl2	ENSG00000111245	MYL2
ENSMUSG00000061086	Myl4	ENSG00000198336	MYL4
ENSMUSG00000067818	Myl9	ENSG00000101335	MYL9
ENSMUSG00000022272	Myo10	ENSG00000145555	MYO10
ENSMUSG00000039057	Myo16	ENSG00000041515	MYO16
ENSMUSG00000072720	Myo18b	ENSG00000133454	MYO18B
ENSMUSG00000018417	Myo1b	ENSG00000128641	MYO1B
ENSMUSG00000033577	Myo6	ENSG00000196586	MYO6
ENSMUSG00000004677	Myo9b	ENSG00000099331	MYO9B
ENSMUSG00000020542	Myocd	ENSG00000141052	MYOCD
ENSMUSG00000048612	Myof	ENSG00000138119	MYOF
ENSMUSG00000024049	Myom1	ENSG00000101605	MYOM1
ENSMUSG00000028116	Myoz2	ENSG00000172399	MYOZ2
ENSMUSG00000020067	Mypn	ENSG00000138347	MYPN
ENSMUSG00000034057	Myrfl	ENSG00000166268	MYRFL
ENSMUSG00000031652	N4bp1	ENSG00000102921	N4BP1
ENSMUSG00000037795	N4bp2	ENSG00000078177	N4BP2
ENSMUSG00000026107	Nabp1	ENSG00000173559	NABP1
ENSMUSG00000055430	Nap1l5	ENSG00000177432	NAP1L5
ENSMUSG00000018995	Nars2	ENSG00000137513	NARS2
ENSMUSG00000027185	Nat10	ENSG00000135372	NAT10
ENSMUSG00000056426	Nat3		
ENSMUSG00000066877	Nck2	ENSG00000071051	NCK2
ENSMUSG00000027678	Ncoa3	ENSG00000124151	NCOA3
ENSMUSG00000062661	Ncs1	ENSG00000107130	NCS1
ENSMUSG00000053253	Ndfip2	ENSG00000102471	NDFIP2
ENSMUSG00000026260	Ndufa10	ENSG00000130414	NDUFA10
ENSMUSG00000024082	Ndufaf7	ENSG00000003509	NDUFAF7
ENSMUSG00000021606	Ndufs6	ENSG00000145494	NDUFS6
ENSMUSG00000053702	Nebl	ENSG00000078114	NEBL
ENSMUSG00000024589	Nedd4l	ENSG00000049759	NEDD4L
ENSMUSG00000035121	Neil2	ENSG00000154328	NEIL2
ENSMUSG00000026393	Nek7	ENSG00000151414	NEK7
ENSMUSG00000029832	Nfe2l3	ENSG00000050344	NFE2L3
ENSMUSG00000028163	Nfkb1	ENSG00000109320	NFKB1
ENSMUSG00000022204	Ngdn	ENSG00000129460	NGDN
ENSMUSG00000042997	Nhlrc3	ENSG00000188811	NHLRC3
ENSMUSG00000079481	Nhsl2	ENSG00000204131	NHSL2
ENSMUSG00000029432	Nipsnap2	ENSG00000146729	NIPSNAP2
ENSMUSG00000015579	Nkx2-5	ENSG00000183072	NKX2-5
ENSMUSG00000035187	Nkx6-1	ENSG00000163623	NKX6-1
ENSMUSG00000032271	Nnmt	ENSG00000166741	NNMT
ENSMUSG00000023087	Noct	ENSG00000151014	NOCT
ENSMUSG00000018433	Nol11	ENSG00000130935	NOL11
ENSMUSG00000041560	Nop53	ENSG00000105373	NOP53
ENSMUSG00000038146	Notch3	ENSG00000074181	NOTCH3
ENSMUSG00000001988	Npas1	ENSG00000130751	NPAS1
ENSMUSG00000021010	Npas3	ENSG00000151322	NPAS3
ENSMUSG00000042684	Npl	ENSG00000135838	NPL
ENSMUSG00000029019	Nppb	ENSG00000120937	NPPB
ENSMUSG00000022206	Npr3	ENSG00000113389	NPR3
ENSMUSG00000029831	Npvf	ENSG00000105954	NPVF
ENSMUSG00000058440	Nrf1	ENSG00000106459	NRF1
ENSMUSG00000020622	Nt5c1b	ENSG00000250741	NT5C1B-RDH14
ENSMUSG00000020622	Nt5c1b	ENSG00000185013	NT5C1B
ENSMUSG00000054027	Nt5dc3	ENSG00000111696	NT5DC3
ENSMUSG00000059974	Ntm	ENSG00000182667	NTM
ENSMUSG00000020032	Nuak1	ENSG00000074590	NUAK1
ENSMUSG00000022009	Nufip1	ENSG00000083635	NUFIP1
ENSMUSG00000021374	Nup153	ENSG00000124789	NUP153
ENSMUSG00000030091	Nup210	ENSG00000132182	NUP210
ENSMUSG00000021396	Nxnl2	ENSG00000130045	NXNL2
ENSMUSG00000061462	Obscn	ENSG00000154358	OBSCN
ENSMUSG00000045620	Odf3l1	ENSG00000182950	ODF3L1
ENSMUSG00000026158	Ogfrl1	ENSG00000119900	OGFRL1
ENSMUSG00000027108	Ola1	ENSG00000138430	OLA1
ENSMUSG00000051392	Olfr1402		
ENSMUSG00000058275	Olfr412	ENSG00000184166	OR1D2
ENSMUSG00000040875	Osbpl10	ENSG00000144645	OSBPL10
ENSMUSG00000028559	Osbpl9	ENSG00000117859	OSBPL9
ENSMUSG00000048387	Osr1	ENSG00000143867	OSR1
ENSMUSG00000043415	Otud1	ENSG00000165312	OTUD1
ENSMUSG00000038495	Otud7b	ENSG00000264522	OTUD7B
ENSMUSG00000005917	Otx1	ENSG00000115507	OTX1
ENSMUSG00000044819	Oxgr1	ENSG00000165621	OXGR1
ENSMUSG00000022307	Oxr1	ENSG00000164830	OXR1
ENSMUSG00000046173	Pabpc6	ENSG00000151846	PABPC3
ENSMUSG00000020745	Pafah1b1	ENSG00000007168	PAFAH1B1
ENSMUSG00000058056	Palld	ENSG00000129116	PALLD
ENSMUSG00000029647	Pan3	ENSG00000152520	PAN3
ENSMUSG00000058441	Panx2	ENSG00000073150	PANX2
ENSMUSG00000055725	Paqr3	ENSG00000163291	PAQR3
ENSMUSG00000052062	Pard3b	ENSG00000116117	PARD3B
ENSMUSG00000044641	Pard6b	ENSG00000124171	PARD6B
ENSMUSG00000034981	Parm1	ENSG00000169116	PARM1
ENSMUSG00000021725	Parp8	ENSG00000151883	PARP8
ENSMUSG00000030770	Parva	ENSG00000197702	PARVA
ENSMUSG00000004231	Pax2	ENSG00000075891	PAX2
ENSMUSG00000027168	Pax6	ENSG00000007372	PAX6
ENSMUSG00000020098	Pcbd1	ENSG00000166228	PCBD1
ENSMUSG00000029108	Pcdh7	ENSG00000169851	PCDH7
ENSMUSG00000024805	Pcgf5	ENSG00000180628	PCGF5
ENSMUSG00000027513	Pck1	ENSG00000124253	PCK1
ENSMUSG00000021140	Pcnx	ENSG00000100731	PCNX1
ENSMUSG00000024975	Pdcd4	ENSG00000150593	PDCD4
ENSMUSG00000021699	Pde4d	ENSG00000113448	PDE4D
ENSMUSG00000038170	Pde4dip	ENSG00000178104	PDE4DIP
ENSMUSG00000019990	Pde7b	ENSG00000123360	PDE1B
ENSMUSG00000000489	Pdgfb	ENSG00000100311	PDGFB
