Gene stable ID	Gene name	Human gene stable ID	Human gene name
ENSMUSG00000025066	Sfr1	ENSG00000156384	SFR1
ENSMUSG00000037062	Sh3glb1	ENSG00000097033	SH3GLB1
ENSMUSG00000014606	Slc25a11	ENSG00000108528	SLC25A11
ENSMUSG00000018677	Slc25a39	ENSG00000013306	SLC25A39
ENSMUSG00000031633	Slc25a4	ENSG00000151729	SLC25A4
ENSMUSG00000016319	Slc25a5	ENSG00000005022	SLC25A5
ENSMUSG00000028645	Slc2a1	ENSG00000117394	SLC2A1
ENSMUSG00000022462	Slc38a2	ENSG00000134294	SLC38A2
ENSMUSG00000022464	Slc38a4	ENSG00000139209	SLC38A4
ENSMUSG00000026603	Smyd2	ENSG00000143499	SMYD2
ENSMUSG00000063511	Snrnp70	ENSG00000104852	SNRNP70
ENSMUSG00000040824	Snrpd2	ENSG00000125743	SNRPD2
ENSMUSG00000020180	Snrpd3	ENSG00000286070	
ENSMUSG00000020180	Snrpd3	ENSG00000100028	SNRPD3
ENSMUSG00000057278	Snrpg	ENSG00000143977	SNRPG
ENSMUSG00000027423	Snx5	ENSG00000089006	SNX5
ENSMUSG00000022982	Sod1	ENSG00000142168	SOD1
ENSMUSG00000006818	Sod2	ENSG00000112096	SOD2
ENSMUSG00000022961	Son	ENSG00000159140	SON
ENSMUSG00000031626	Sorbs2	ENSG00000154556	SORBS2
ENSMUSG00000076431	Sox4	ENSG00000124766	SOX4
ENSMUSG00000018287	Spag7	ENSG00000091640	SPAG7
ENSMUSG00000021917	Spcs1	ENSG00000114902	SPCS1
ENSMUSG00000020315	Sptbn1	ENSG00000115306	SPTBN1
ENSMUSG00000015837	Sqstm1	ENSG00000161011	SQSTM1
ENSMUSG00000022519	Srl	ENSG00000185739	SRL
ENSMUSG00000009549	Srp14	ENSG00000140319	SRP14
ENSMUSG00000039218	Srrm2	ENSG00000167978	SRRM2
ENSMUSG00000027828	Ssr3	ENSG00000114850	SSR3
ENSMUSG00000002014	Ssr4	ENSG00000180879	SSR4
ENSMUSG00000027067	Ssrp1	ENSG00000149136	SSRP1
ENSMUSG00000024966	Stip1	ENSG00000168439	STIP1
ENSMUSG00000028832	Stmn1	ENSG00000117632	STMN1
ENSMUSG00000030224	Strap	ENSG00000023734	STRAP
ENSMUSG00000039615	Stub1	ENSG00000103266	STUB1
ENSMUSG00000006800	Sulf2	ENSG00000196562	SULF2
ENSMUSG00000014867	Surf4	ENSG00000148248	SURF4
ENSMUSG00000024236	Svil	ENSG00000197321	SVIL
ENSMUSG00000011114	Tbrg1	ENSG00000154144	TBRG1
ENSMUSG00000001472	Tcf25	ENSG00000141002	TCF25
ENSMUSG00000055320	Tead1	ENSG00000187079	TEAD1
ENSMUSG00000022757	Tfg	ENSG00000114354	TFG
ENSMUSG00000037820	Tgm2	ENSG00000198959	TGM2
ENSMUSG00000062580	Timm17a	ENSG00000134375	TIMM17A
ENSMUSG00000039016	Timm8b	ENSG00000150779	TIMM8B
ENSMUSG00000020044	Timp3	ENSG00000100234	TIMP3
ENSMUSG00000027800	Tm4sf1	ENSG00000169908	TM4SF1
ENSMUSG00000029390	Tmed2	ENSG00000086598	TMED2
ENSMUSG00000058569	Tmed9	ENSG00000184840	TMED9
ENSMUSG00000006315	Tmem147	ENSG00000105677	TMEM147
ENSMUSG00000021361	Tmem14c	ENSG00000111843	TMEM14C
ENSMUSG00000019961	Tmpo		
ENSMUSG00000049775	Tmsb4x	ENSG00000154620	TMSB4Y
ENSMUSG00000055322	Tns1	ENSG00000079308	TNS1
ENSMUSG00000033475	Tomm6	ENSG00000214736	TOMM6
ENSMUSG00000023456	Tpi1	ENSG00000111669	TPI1
ENSMUSG00000031799	Tpm4	ENSG00000167460	TPM4
ENSMUSG00000029817	Tra2a	ENSG00000164548	TRA2A
ENSMUSG00000049299	Trappc1	ENSG00000170043	TRAPPC1
ENSMUSG00000005566	Trim28	ENSG00000130726	TRIM28
ENSMUSG00000038375	Trp53inp2	ENSG00000078804	TP53INP2
ENSMUSG00000022010	Tsc22d1	ENSG00000102804	TSC22D1
ENSMUSG00000030352	Tspan9	ENSG00000011105	TSPAN9
ENSMUSG00000040785	Ttc3	ENSG00000182670	TTC3
ENSMUSG00000072235	Tuba1a	ENSG00000167552	TUBA1A
ENSMUSG00000036752	Tubb4b	ENSG00000188229	TUBB4B
ENSMUSG00000001525	Tubb5	ENSG00000196230	TUBB
ENSMUSG00000028367	Txn1	ENSG00000136810	TXN
ENSMUSG00000005354	Txn2	ENSG00000100348	TXN2
ENSMUSG00000028567	Txndc12	ENSG00000117862	TXNDC12
ENSMUSG00000038991	Txndc5	ENSG00000239264	TXNDC5
ENSMUSG00000038393	Txnip	ENSG00000265972	TXNIP
ENSMUSG00000019505	Ubb	ENSG00000170315	UBB
ENSMUSG00000020390	Ube2b	ENSG00000119048	UBE2B
ENSMUSG00000038965	Ube2l3	ENSG00000185651	UBE2L3
ENSMUSG00000038965	Ube2l3	ENSG00000236444	UBE2L5
ENSMUSG00000060860	Ube2s	ENSG00000108106	UBE2S
ENSMUSG00000001891	Ugp2	ENSG00000169764	UGP2
ENSMUSG00000020163	Uqcr11	ENSG00000127540	UQCR11
ENSMUSG00000020163	Uqcr11	ENSG00000267059	
ENSMUSG00000044894	Uqcrq	ENSG00000164405	UQCRQ
ENSMUSG00000032267	Usp28	ENSG00000048028	USP28
ENSMUSG00000050732	Vamp8	ENSG00000118640	VAMP8
ENSMUSG00000030403	Vasp	ENSG00000125753	VASP
ENSMUSG00000021823	Vcl	ENSG00000035403	VCL
ENSMUSG00000020402	Vdac1	ENSG00000213585	VDAC1
ENSMUSG00000021771	Vdac2	ENSG00000165637	VDAC2
ENSMUSG00000008892	Vdac3	ENSG00000078668	VDAC3
ENSMUSG00000026728	Vim	ENSG00000026025	VIM
ENSMUSG00000034341	Wbp2	ENSG00000132471	WBP2
ENSMUSG00000005103	Wdr1	ENSG00000071127	WDR1
ENSMUSG00000028639	Ybx1	ENSG00000065978	YBX1
ENSMUSG00000051391	Ywhag	ENSG00000170027	YWHAG
ENSMUSG00000018965	Ywhah	ENSG00000128245	YWHAH
ENSMUSG00000022285	Ywhaz	ENSG00000164924	YWHAZ
ENSMUSG00000017421	Zfp207	ENSG00000010244	ZNF207
ENSMUSG00000021127	Zfp36l1	ENSG00000185650	ZFP36L1
ENSMUSG00000022201	Zfr	ENSG00000056097	ZFR
